sku,year,make,model,body_trim,engine_transmission,id
PT9494716002,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",44578
PK38942K01TF,2021,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40187
PK38942K01TF,2020,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40188
PT97416220,2024,Toyota,Corolla Cross,"Hybrid LE, Hybrid S, Hybrid SE, Hybrid XLE, Hybrid XSE, L, LE, XLE","2.0L L4 - Electric/Gas, 2.0L L4 - Gas",43705
PT97416220,2023,Toyota,Corolla Cross,"Hybrid S, Hybrid SE, Hybrid XSE, L, LE, XLE","2.0L L4 - Electric/Gas, 2.0L L4 - Gas",43706
PT97416220,2022,Toyota,Corolla Cross,"L, LE, XLE",2.0L L4 - Gas,43707
PT9550318020,2020,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid XLE, L, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",43642
PT9550318020,2019,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid XLE, L, LE, SE, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",43643
PU06042S16P1,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43875
PU06042S16P1,2017,Toyota,RAV4,"Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43876
PK38947R00TR,null,null,null,null,null,40175
PK38947R00TR,null,null,null,null,null,47137
PTQ7600230,2025,Toyota,Corolla,"Nightshade, SE, XSE",2.0L L4 - Gas,43745
PTQ7600230,2025,Toyota,Crown,"Limited, Nightshade, Platinum, XLE","2.4L L4 - Electric/Gas, 2.5L L4 - Electric/Gas",43746
PTQ7600230,2025,Toyota,Land Cruiser,"1958, Base",2.4L L4 - Electric/Gas,43747
PTQ7600230,2025,Toyota,Sequoia,"1794 Edition, Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,43748
PTQ7600230,2025,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,43708
PTQ7600230,2023,Toyota,Highlander,"Hybrid Bronze Edition, Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.4L L4 - Gas, 2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",43730
PTQ7600230,2023,Toyota,Mirai,"Limited, XLE","FUEL CELL EV (FCEV), Fuel Cell EV",43731
PTQ7600230,2023,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,43732
PTQ7600230,2023,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43733
PTQ7600230,2023,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43734
PTQ7600230,2025,Toyota,4Runner,"Limited, Platinum, SR5, TRD Off-Road, TRD Off-Road Premium, TRD Pro, TRD Sport, TRD Sport Premium, Trailhunter","2.4L L4 - Electric/Gas, 2.4L L4 - Gas",46195
PTQ7600230,2025,Toyota,Corolla,"FX, Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",46196
PTQ7600230,2025,Toyota,Prius,"LE, Limited, Nightshade, Plug-In Hybrid SE, Plug-In Hybrid XSE, Plug-In Hybrid XSE Premium, XLE",2.0L L4 - Electric/Gas,46198
PTQ7600230,2025,Toyota,RAV4,"Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, Plug-In Hybrid SE, Plug-In Hybrid XSE, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - Gas",46199
PTQ7600230,2025,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD PreRunner, TRD Pro, TRD Sport, Trailhunter","2.4L L4 - Electric/Gas, 2.4L L4 - Gas",46201
PTQ7600230,2024,Toyota,Corolla Cross,"Hybrid LE, Hybrid Nightshade, Hybrid S, Hybrid SE, Hybrid XLE, Hybrid XSE, L, LE, XLE","2.0L L4 - Electric/Gas, 2.0L L4 - Gas",46204
PTQ7600230,2022,Toyota,C-HR,"LE, Limited, Nightshade, XLE",2.0L L4 - Gas,46267
PTQ7600230,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43774
PTQ7600230,2022,Toyota,Sequoia,"Limited, Nightshade, Platinum, SR5, TRD Pro, TRD Sport",5.7L V8 - Gas,43776
PTQ7600230,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",43777
PTQ7600230,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",43778
PTQ7600230,2022,Toyota,Venza,"LE, Limited, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",43779
PTQ7600230,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",43736
PTQ7600230,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",43737
PTQ7600230,2023,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",43738
PTQ7600230,2025,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",43709
PTQ7600230,2024,Toyota,4Runner,"Limited, SR5, SR5 Premium, TRD Off-Road, TRD Off-Road Premium, TRD Pro, TRD Sport",4.0L V6 - Gas,43710
PTQ7600230,2024,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - Gas, 3.5L V6 - Gas",43713
PTQ7600230,2024,Toyota,Corolla,"Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",43714
PTQ7600230,2024,Toyota,Corolla Cross,"Hybrid LE, Hybrid S, Hybrid SE, Hybrid XLE, Hybrid XSE, L, LE, XLE","2.0L L4 - Electric/Gas, 2.0L L4 - Gas",43749
PTQ7600230,2024,Toyota,Crown,"Limited, Platinum, XLE","2.4L L4 - Electric/Gas, 2.5L L4 - Electric/Gas",43715
PTQ7600230,2024,Toyota,Highlander,"Hybrid Bronze Edition, Hybrid LE, Hybrid LE Nightshade, Hybrid Limited, Hybrid Platinum, Hybrid XLE, Hybrid XLE Nightshade, LE, Limited, Platinum, XLE, XSE","2.4L L4 - Gas, 2.5L L4 - Electric/Gas",43716
PTQ7600230,2024,Toyota,Land Cruiser,"1958, Base, First Edition",2.4L L4 - Electric/Gas,43717
PTQ7600230,2024,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,43718
PTQ7600230,2024,Toyota,Prius Prime,"SE, XSE, XSE Premium",2.0L L4 - Electric/Gas,43719
PTQ7600230,2024,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - Gas",43720
PTQ7600230,2024,Toyota,RAV4 Prime,"SE, XSE",2.5L L4 - Electric/Gas,43721
PTQ7600230,2024,Toyota,Sequoia,"Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,43722
PTQ7600230,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,43750
PTQ7600230,2024,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD PreRunner, TRD Pro, TRD Sport, Trailhunter","2.4L L4 - Electric/Gas, 2.4L L4 - Gas",43751
PTQ7600230,2024,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",43723
PTQ7600230,2024,Toyota,Venza,"LE, Limited, Nightshade, XLE",2.5L L4 - Electric/Gas,43724
PTQ7600230,2024,Toyota,bZ4X,"Limited, XLE",Electric,43725
PTQ7600230,2023,Toyota,4Runner,"40th Anniversary Edition, Limited, SR5, SR5 Premium, TRD Off-Road, TRD Off-Road Premium, TRD Pro, TRD Sport",4.0L V6 - Gas,43726
PTQ7600230,2023,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",43728
PTQ7600230,2023,Toyota,Corolla,"Hybrid LE, Hybrid SE, Hybrid XLE, LE, SE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 2.0L L4 - Gas",43729
PTQ7600230,2023,Toyota,Sequoia,"Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,43735
PTQ7600230,2023,Toyota,Venza,"LE, Limited, Nightshade, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",43739
PTQ7600230,2022,Toyota,Avalon,"Hybrid Limited, Hybrid XLE, Hybrid XSE Nightshade, Limited, Touring, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",43740
PTQ7600230,2022,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",43769
PTQ7600230,2022,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Apex, SE Nightshade, XLE, XSE, XSE Apex","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",43770
PTQ7600230,2022,Toyota,Mirai,"Limited, Platinum, XLE","Electric/Hydrogen, FUEL CELL EV (FCEV), Fuel Cell EV",43771
PTQ7600230,2022,Toyota,Prius,"L Eco, LE, Limited, XLE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",43772
PTQ7600230,2022,Toyota,Prius Prime,"LE, Limited, XLE","1.8L L4 - Electric/Gas, 1.8L L4 - PLUG-IN HYBRID EV-GAS (PH",43773
PTQ7600230,2022,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43775
PTQ7600230,2025,Toyota,Grand Highlander,"Hybrid LE, Hybrid Limited, Hybrid Nightshade, Hybrid Platinum, Hybrid XLE, LE, Limited, Platinum, XLE","2.4L L4 - Electric/Gas, 2.4L L4 - Gas, 2.5L L4 - Electric/Gas",46229
PTQ7600230,2025,Toyota,Highlander,"Hybrid Limited, Hybrid Limited 25th Edition, Hybrid Platinum, Hybrid XLE, Hybrid XLE Nightshade, LE, Limited, Platinum, XLE, XSE","2.4L L4 - Gas, 2.5L L4 - Electric/Gas",46230
PTQ7600230,2025,Toyota,bZ4X,"Limited, XLE",Electric,46233
PTQ7600230,2024,Toyota,GR86,"Base, Premium, TRUENO Edition",2.4L H4 - Gas,46236
PTQ7600230,2024,Toyota,Grand Highlander,"Hybrid Limited, Hybrid Platinum, Hybrid XLE, Limited, Platinum, XLE","2.4L L4 - Electric/Gas, 2.4L L4 - Gas, 2.5L L4 - Electric/Gas",46237
PTQ7600230,2024,Toyota,Mirai,"Limited, XLE",Fuel Cell EV,46239
PU06012015F1,2018,Toyota,Corolla,"L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,43842
PU06012015F1,2017,Toyota,Corolla,"50th Anniversary Special Edition, L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,43843
PU06012015F1,2016,Toyota,Corolla,"L, LE, LE Eco, S, Special Edition",1.8L L4 - Gas,43844
PU06012015F1,2015,Toyota,Corolla,"L, LE, LE Eco, S",1.8L L4 - Gas,43845
7410202140,2015,Scion,iQ,Base,1.3L L4 - Gas,39882
7410202140,2015,Scion,xB,Base,2.4L L4 - Gas,39883
7410202140,2014,Scion,iQ,Base,1.3L L4 - Gas,39887
7410202140,2014,Scion,xB,Base,2.4L L4 - Gas,39888
7410202140,2005,Scion,tC,Base,2.4L L4 - Gas,39951
7410202140,2005,Scion,xB,Base,1.5L L4 - Gas,39952
7410202140,2010,Toyota,Highlander,"Base, Hybrid, Hybrid Limited, Limited, SE, Sport","2.7L L4 - Gas, 3.3L V6 - Electric/Gas, 3.3L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",46913
7410202140,2010,Toyota,Tacoma,"Base, Pre Runner, X-Runner","2.7L L4 - Gas, 4.0L V6 - Gas",39916
7410202140,2008,Toyota,Highlander,"Base, Hybrid, Hybrid Limited, Limited, Sport","3.3L V6 - Electric/Gas, 3.3L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",39934
7410202140,2008,Toyota,Sequoia,"Limited, Platinum, SR5","4.7L V8 - Gas, 5.7L V8 - Gas",39936
7410202140,2008,Toyota,Tacoma,"Base, Pre Runner, X-Runner","2.7L L4 - Gas, 4.0L V6 - Gas",39937
7410202140,2008,Toyota,Tundra,Limited,"4.7L V8 - Gas, 5.7L V8 - Gas",39938
7410202140,2007,Toyota,Camry,"CE, Hybrid, LE, SE, XLE","2.4L L4 - Electric/Gas, 2.4L L4 - Gas, 3.5L V6 - Gas",39940
7410202140,2007,Toyota,Corolla,"CE, LE, S",1.8L L4 - Gas,39941
7410202140,2007,Toyota,FJ Cruiser,"Base, TRD Special Edition",4.0L V6 - Gas,39942
7410202140,2007,Toyota,Matrix,"Base, XR",1.8L L4 - Gas,39943
7410202140,2007,Toyota,Tacoma,"Base, Pre Runner, X-Runner","2.7L L4 - Gas, 4.0L V6 - Gas",39944
7410202140,2007,Toyota,Tundra,Limited,"4.7L V8 - Gas, 5.7L V8 - Gas",39945
7410202140,2006,Toyota,Corolla,"CE, LE, S, XRS",1.8L L4 - Gas,39948
7410202140,2006,Toyota,Matrix,"Base, XR, XRS",1.8L L4 - Gas,39949
7410202140,2006,Toyota,Tacoma,"Base, Pre Runner, X-Runner","2.7L L4 - Gas, 4.0L V6 - Gas",39950
7410202140,2005,Toyota,Corolla,"CE, LE, S, XRS",1.8L L4 - Gas,39953
7410202140,2005,Toyota,Matrix,"Base, XR, XRS",1.8L L4 - Gas,39954
7410202140,2015,Toyota,4Runner,"Limited, SR5, TRD Pro, Trail",4.0L V6 - Gas,39884
PT9384219002,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43128
PT9384219002,2022,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43129
PT9384219002,2021,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43130
PT9384219002,2020,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",41218
PT9384219002,2019,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43134
PT9384219002,2024,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - Gas",43125
PT9384219002,2024,Toyota,RAV4 Prime,"SE, XSE",2.5L L4 - Electric/Gas,43126
PT9384219002,2023,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43127
AAAA0003,2022,Toyota,Tacoma,"SR, SR5",2.7L L4 - Gas,46282
PK96008B02,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40219
PK96008B02,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40220
PK96008B02,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40221
PK96008B08,2025,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40227
PK96008B08,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40228
PK96008B08,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40229
PK96008B08,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40230
PZQ4442121,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43893
PZQ4442121,2022,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43894
PZQ4442121,2021,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43895
PZQ4442121,2020,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43919
PZQ4442121,2024,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - Gas",43904
PZQ4442121,2024,Toyota,RAV4 Prime,"SE, XSE",2.5L L4 - Electric/Gas,43890
PZQ4442121,2023,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43891
PZQ4442121,2023,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",43892
PZQ4442121,2019,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",43920
PT2060220201,2022,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Apex, SE Nightshade, XLE, XSE, XSE Apex","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40246
PT2060220201,2021,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Apex, SE Nightshade, XLE, XSE, XSE Apex","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40247
PT2060220201,2020,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Nightshade, XLE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40248
PT2060220201,2025,Toyota,Corolla,"Nightshade, SE, XSE",2.0L L4 - Gas,40243
PT2060220201,2024,Toyota,Corolla,"Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",40244
PT2060220201,2023,Toyota,Corolla,"Hybrid LE, Hybrid SE, Hybrid XLE, LE, SE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 2.0L L4 - Gas",40245
PT2060220502,2025,Toyota,Corolla,"Nightshade, SE, XSE",2.0L L4 - Gas,40255
PT2060220502,2024,Toyota,Corolla,"Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",40256
PT2060220502,2023,Toyota,Corolla,"Hybrid LE, Hybrid SE, Hybrid XLE, LE, SE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 2.0L L4 - Gas",40257
PT2060220502,2022,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Apex, SE Nightshade, XLE, XSE, XSE Apex","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40265
PT2060220502,2021,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Apex, SE Nightshade, XLE, XSE, XSE Apex","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40266
PT2060220502,2020,Toyota,Corolla,"Hybrid LE, L, LE, SE, SE Nightshade, XLE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 1.8L L4 - Gas, 2.0L L4 - Gas",40267
PT2064213120,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40325
PT2064213120,2017,Toyota,RAV4,"Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40326
PT2064213120,2016,Toyota,RAV4,"Hybrid Limited, Hybrid XLE, LE, Limited, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40327
PT2064213120,2015,Toyota,RAV4,"LE, Limited, XLE",2.5L L4 - Gas,40328
PT2064213120,2014,Toyota,RAV4,"EV, LE, Limited, XLE","2.5L L4 - Gas, Electric",40329
PT2064213120,2013,Toyota,RAV4,"EV, LE, Limited, XLE","2.5L L4 - Gas, Electric",40330
PT2060220101,2025,Toyota,Corolla,"Nightshade, SE, XSE",2.0L L4 - Gas,40237
PT2060220101,2024,Toyota,Corolla,"Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",40238
PT2060220101,2023,Toyota,Corolla,"Hybrid LE, Hybrid SE, Hybrid XLE, LE, SE, XSE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV), 2.0L L4 - Gas",40239
7410202140,2015,Toyota,Sequoia,"Limited, Platinum, SR5","5.7L V8 - Flex, 5.7L V8 - Gas",39885
7410202140,2015,Toyota,Tacoma,"Base, Pre Runner, TRD Pro","2.7L L4 - Gas, 4.0L V6 - Gas",39886
7410202140,2014,Toyota,4Runner,"Limited, SR5, Trail",4.0L V6 - Gas,39889
7410202140,2014,Toyota,Sequoia,"Limited, Platinum, SR5","5.7L V8 - Flex, 5.7L V8 - Gas",39890
7410202140,2014,Toyota,Tacoma,"Base, Pre Runner","2.7L L4 - Gas, 4.0L V6 - Gas",39891
